route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
13,WEEKDAY,trip_13_38,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_36,Katraj,0,shape_10
13,WEEKDAY,trip_13_39,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_37,Katraj,0,shape_10
13,WEEKDAY,trip_13_40,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_38,Katraj,0,shape_10
13,WEEKDAY,trip_13_41,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_39,Katraj,0,shape_10
13,WEEKDAY,trip_13_42,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_40,Katraj,0,shape_10
13,WEEKDAY,trip_13_43,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_41,Katraj,0,shape_10
13,WEEKDAY,trip_13_44,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_42,Katraj,0,shape_10
13,WEEKDAY,trip_13_45,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_43,Katraj,0,shape_10
13,WEEKDAY,trip_13_46,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_44,Katraj,0,shape_10
13,WEEKDAY,trip_13_47,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_45,Katraj,0,shape_10
13,WEEKDAY,trip_13_48,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_46,Katraj,0,shape_10
13,WEEKDAY,trip_13_49,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_47,Katraj,0,shape_10
13,WEEKDAY,trip_13_50,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_48,Katraj,0,shape_10
13,WEEKDAY,trip_13_51,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_49,Katraj,0,shape_10
13,WEEKDAY,trip_13_52,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_50,Katraj,0,shape_10
13,WEEKDAY,trip_13_53,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_51,Katraj,0,shape_10
13,WEEKDAY,trip_13_54,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_52,Katraj,0,shape_10
13,WEEKDAY,trip_13_55,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_53,Katraj,0,shape_10
13,WEEKDAY,trip_13_56,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_54,Katraj,0,shape_10
13,WEEKDAY,trip_13_57,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_55,Katraj,0,shape_10
13,WEEKDAY,trip_13_58,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_56,Katraj,0,shape_10
13,WEEKDAY,trip_13_59,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_57,Katraj,0,shape_10
13,WEEKDAY,trip_13_60,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_58,Katraj,0,shape_10
13,WEEKDAY,trip_13_61,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_59,Katraj,0,shape_10
13,WEEKDAY,trip_13_62,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_60,Katraj,0,shape_10
13,WEEKDAY,trip_13_63,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_61,Katraj,0,shape_10
13,WEEKDAY,trip_13_64,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_62,Katraj,0,shape_10
13,WEEKDAY,trip_13_65,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_63,Katraj,0,shape_10
13,WEEKDAY,trip_13_66,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_64,Katraj,0,shape_10
13,WEEKDAY,trip_13_67,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_65,Katraj,0,shape_10
13,WEEKDAY,trip_13_68,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_66,Katraj,0,shape_10
13,WEEKDAY,trip_13_69,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_67,Katraj,0,shape_10
13,WEEKDAY,trip_13_70,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_68,Katraj,0,shape_10
13,WEEKDAY,trip_13_71,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_69,Katraj,0,shape_10
13,WEEKDAY,trip_13_72,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_70,Katraj,0,shape_10
13,WEEKDAY,trip_13_73,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_71,Katraj,0,shape_10
13,WEEKDAY,trip_13_74,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_72,Katraj,0,shape_10
13,WEEKDAY,trip_13_75,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_73,Katraj,0,shape_10
13,WEEKDAY,trip_13_76,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_74,Katraj,0,shape_10
13,WEEKDAY,trip_13_77,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_75,Katraj,0,shape_10
13,WEEKDAY,trip_13_78,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_76,Katraj,0,shape_10
13,WEEKDAY,trip_13_79,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_77,Katraj,0,shape_10
13,WEEKDAY,trip_13_80,Kothrud Depot,1,shape_13
10,WEEKDAY,trip_10_78,Katraj,0,shape_10
10,WEEKDAY,trip_10_79,Katraj,0,shape_10
14,WEEKDAY,trip_14_0,Shivaji Nagar,0,shape_14
15,WEEKDAY,trip_15_0,Dsk Vishwa,1,shape_15
14,WEEKDAY,trip_14_1,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_2,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_3,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_4,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_5,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_6,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_7,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_8,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_9,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_10,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_11,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_12,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_13,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_14,Shivaji Nagar,0,shape_14
14,WEEKDAY,trip_14_15,Shivaji Nagar,0,shape_14
15,WEEKDAY,trip_15_1,Dsk Vishwa,1,shape_15
14,WEEKDAY,trip_14_16,Shivaji Nagar,0,shape_14
15,WEEKDAY,trip_15_2,Dsk Vishwa,1,shape_15
14,WEEKDAY,trip_14_17,Shivaji Nagar,0,shape_14
15,WEEKDAY,trip_15_3,Dsk Vishwa,1,shape_15
14,WEEKDAY,trip_14_18,Shivaji Nagar,0,shape_14
15,WEEKDAY,trip_15_4,Dsk Vishwa,1,shape_15
14,WEEKDAY,trip_14_19,Shivaji Nagar,0,shape_14
15,WEEKDAY,trip_15_5,Dsk Vishwa,1,shape_15
14,WEEKDAY,trip_14_20,Shivaji Nagar,0,shape_14
15,WEEKDAY,trip_15_6,Dsk Vishwa,1,shape_15
14,WEEKDAY,trip_14_21,Shivaji Nagar,0,shape_14
15,WEEKDAY,trip_15_7,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_8,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_9,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_10,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_11,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_12,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_13,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_14,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_15,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_16,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_17,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_18,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_19,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_20,Dsk Vishwa,1,shape_15
15,WEEKDAY,trip_15_21,Dsk Vishwa,1,shape_15
7,WEEKDAY,trip_7_0,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_0,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_1,Hinjawadi Maan Phase 3,1,shape_7
16,WEEKDAY,trip_16_0,Ganpati Matha,0,shape_16
7,WEEKDAY,trip_7_2,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_3,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_4,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_5,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_6,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_7,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_8,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_9,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_10,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_11,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_12,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_13,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_14,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_15,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_16,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_17,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_1,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_18,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_2,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_19,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_3,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_20,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_4,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_21,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_5,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_22,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_6,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_23,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_7,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_24,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_8,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_25,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_9,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_26,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_10,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_27,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_11,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_28,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_12,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_29,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_13,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_30,Hinjawadi Maan Phase 3,1,shape_7
16,WEEKDAY,trip_16_1,Ganpati Matha,0,shape_16
6,WEEKDAY,trip_6_14,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_31,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_15,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
16,WEEKDAY,trip_16_2,Ganpati Matha,0,shape_16
7,WEEKDAY,trip_7_32,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_16,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
16,WEEKDAY,trip_16_3,Ganpati Matha,0,shape_16
7,WEEKDAY,trip_7_33,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_17,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
16,WEEKDAY,trip_16_4,Ganpati Matha,0,shape_16
6,WEEKDAY,trip_6_18,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_34,Hinjawadi Maan Phase 3,1,shape_7
7,WEEKDAY,trip_7_35,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_19,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_36,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_20,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_37,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_21,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_38,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_22,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_39,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_23,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_40,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_24,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_41,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_25,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_42,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_26,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_43,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_27,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_44,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_28,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
17,WEEKDAY,trip_17_0,Pimplegurav,1,shape_17
7,WEEKDAY,trip_7_45,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_29,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_46,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_30,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_47,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_31,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_48,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_32,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_49,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_33,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_50,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_34,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_51,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_35,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_52,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_36,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_53,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_37,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_54,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_38,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_55,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_39,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_56,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_40,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_57,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_41,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_58,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_42,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_59,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_43,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_60,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_44,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_61,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_45,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_62,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_46,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_63,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_47,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_64,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_48,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_65,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_49,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_66,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_50,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
7,WEEKDAY,trip_7_67,Hinjawadi Maan Phase 3,1,shape_7
6,WEEKDAY,trip_6_51,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_52,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_53,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_54,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_55,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
6,WEEKDAY,trip_6_56,Ma Na Pa Dengle Pul Nadikathi,0,shape_6
17,WEEKDAY,trip_17_1,Pimplegurav,1,shape_17
19,WEEKDAY,trip_19_0,Pune Station Moledina Stand,1,shape_19
17,WEEKDAY,trip_17_2,Pimplegurav,1,shape_17
17,WEEKDAY,trip_17_3,Pimplegurav,1,shape_17
17,WEEKDAY,trip_17_4,Pimplegurav,1,shape_17
18,WEEKDAY,trip_18_0,Sutardara,0,shape_18
19,WEEKDAY,trip_19_1,Pune Station Moledina Stand,1,shape_19
19,WEEKDAY,trip_19_2,Pune Station Moledina Stand,1,shape_19
18,WEEKDAY,trip_18_1,Sutardara,0,shape_18
18,WEEKDAY,trip_18_2,Sutardara,0,shape_18
36,WEEKDAY,trip_36_0,Vasant Talkies,0,shape_36
36,WEEKDAY,trip_36_1,Vasant Talkies,0,shape_36
36,WEEKDAY,trip_36_2,Vasant Talkies,0,shape_36
36,WEEKDAY,trip_36_3,Vasant Talkies,0,shape_36
36,WEEKDAY,trip_36_4,Vasant Talkies,0,shape_36
36,WEEKDAY,trip_36_5,Vasant Talkies,0,shape_36
36,WEEKDAY,trip_36_6,Vasant Talkies,0,shape_36
36,WEEKDAY,trip_36_7,Vasant Talkies,0,shape_36
36,WEEKDAY,trip_36_8,Vasant Talkies,0,shape_36
36,WEEKDAY,trip_36_9,Vasant Talkies,0,shape_36
37,WEEKDAY,trip_37_0,Sangvi Vasantdada Putala,1,shape_37
37,WEEKDAY,trip_37_1,Sangvi Vasantdada Putala,1,shape_37
37,WEEKDAY,trip_37_2,Sangvi Vasantdada Putala,1,shape_37
37,WEEKDAY,trip_37_3,Sangvi Vasantdada Putala,1,shape_37
37,WEEKDAY,trip_37_4,Sangvi Vasantdada Putala,1,shape_37
37,WEEKDAY,trip_37_5,Sangvi Vasantdada Putala,1,shape_37
37,WEEKDAY,trip_37_6,Sangvi Vasantdada Putala,1,shape_37
37,WEEKDAY,trip_37_7,Sangvi Vasantdada Putala,1,shape_37
37,WEEKDAY,trip_37_8,Sangvi Vasantdada Putala,1,shape_37
37,WEEKDAY,trip_37_9,Sangvi Vasantdada Putala,1,shape_37
28,WEEKDAY,trip_28_0,Bhekrai Nagar,0,shape_28
28,WEEKDAY,trip_28_1,Bhekrai Nagar,0,shape_28
28,WEEKDAY,trip_28_2,Bhekrai Nagar,0,shape_28
28,WEEKDAY,trip_28_3,Bhekrai Nagar,0,shape_28
28,WEEKDAY,trip_28_4,Bhekrai Nagar,0,shape_28
28,WEEKDAY,trip_28_5,Bhekrai Nagar,0,shape_28
28,WEEKDAY,trip_28_6,Bhekrai Nagar,0,shape_28
29,WEEKDAY,trip_29_0,Ma Na Pa Congress Bhavan,1,shape_29
29,WEEKDAY,trip_29_1,Ma Na Pa Congress Bhavan,1,shape_29
29,WEEKDAY,trip_29_2,Ma Na Pa Congress Bhavan,1,shape_29
29,WEEKDAY,trip_29_3,Ma Na Pa Congress Bhavan,1,shape_29
29,WEEKDAY,trip_29_4,Ma Na Pa Congress Bhavan,1,shape_29
29,WEEKDAY,trip_29_5,Ma Na Pa Congress Bhavan,1,shape_29
29,WEEKDAY,trip_29_6,Ma Na Pa Congress Bhavan,1,shape_29
29,WEEKDAY,trip_29_7,Ma Na Pa Congress Bhavan,1,shape_29
48,WEEKDAY,trip_48_0,Swargate Natraj Stand,0,shape_48
49,WEEKDAY,trip_49_0,Suncity,1,shape_49
48,WEEKDAY,trip_48_1,Swargate Natraj Stand,0,shape_48
48,WEEKDAY,trip_48_2,Swargate Natraj Stand,0,shape_48
49,WEEKDAY,trip_49_1,Suncity,1,shape_49
